molecule_chembl_id,smiles,scaffold,IC50,std_units,pIC50,alogp,hba,hbd,full_mwt,num_ro5_violations,psa,heavy_atoms,document_chembl_id
CHEMBL4855710,COc1cc2c(NC3CCN(c4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(N2CCC(Nc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,691.0,nM,6.1605219526258015,5.88,9,3,599.73,2,112.33,44,CHEMBL4834403
CHEMBL4208522,COc1cc2c(NC(C)(C)C3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,722.0,nM,6.141462802430361,6.21,7,1,520.72,2,63.00,38,CHEMBL4190398
CHEMBL4202651,COc1cc2nc(-c3ccc(C)o3)cc(NC3CCN(C)CC3)c2cc1OC,c1coc(-c2cc(NC3CCNCC3)c3ccccc3n2)c1,750.0,nM,6.1249387366083,4.33,6,1,381.48,0,59.76,28,CHEMBL4190398
CHEMBL4175084,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(CO)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,759.0,nM,6.11975822410452,4.37,8,2,494.64,0,83.23,36,CHEMBL4130634
CHEMBL4205107,COc1cc2c(NCCO)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2ccc3ccc(OCCCN4CCCC4)cc3n2)c1,781.0,nM,6.1073489661227,4.08,7,2,425.53,0,79.99,31,CHEMBL4190398
CHEMBL4872188,COc1cc2c(NCc3ccc(C(=O)NO)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(CNc2cc(-c3ccco3)nc3cc(OCCCN4CCCC4)ccc23)cc1,795.0,nM,6.0996328713435295,5.41,8,3,530.63,2,109.09,39,CHEMBL4834403
CHEMBL560106,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O,c1ncc2ncn([C@H]3CC[C@@H](CS[C@H]4CCNC4)O3)c2n1,820.0,nM,6.086186147616283,-0.77,11,5,430.87,1,168.64,28,CHEMBL1151876
CHEMBL4207483,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCC(F)C1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,833.0,nM,6.079354998593212,5.13,7,1,496.63,1,63.00,36,CHEMBL4190398
CHEMBL4163369,COc1cc2c(NC3CCN(C)CC3)cc(C)nc2cc1OCCCN1CCCC1,c1cc(NC2CCNCC2)c2ccc(OCCCN3CCCC3)cc2n1,929.0,nM,6.031984286006358,3.92,6,1,412.58,0,49.86,30,CHEMBL4130634
CHEMBL4162967,COc1cc2c(NC3CCN(C)CC3)cc(N3CCN(C)CC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)cc(N3CCNCC3)nc2cc1OCCCN1CCCC1,945.0,nM,6.0245681914907365,3.37,8,1,496.70,0,56.34,36,CHEMBL4130634
CHEMBL4210955,Cc1ccc(-c2cc(NC3CCN(C)CC3)c3ccc(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,950.0,nM,6.022276394711152,5.17,6,1,448.61,1,53.77,33,CHEMBL4190398
CHEMBL4177036,COc1cc2c(NC3CCN(C)CC3)cc(C3=CCOCC3)nc2cc1OCCCN1CCCC1,C1=C(c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)CCOC1,957.0,nM,6.019088062223156,4.42,7,1,480.65,0,59.09,35,CHEMBL4130634
CHEMBL4161915,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccn(C)n3)nc2cc1OCCCN1CCCC1,c1cc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)n[nH]1,969.0,nM,6.013676222949234,4.01,8,1,478.64,0,67.68,35,CHEMBL4130634
CHEMBL4173662,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccoc3)nc2cc1OCCCN1CCCC1,c1cc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)co1,978.0,nM,6.009661145212398,4.87,7,1,464.61,0,63.00,34,CHEMBL4130634
CHEMBL4211622,COc1cc2c(NC3CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1030.0,nM,5.987162775294828,5.25,6,1,421.54,1,59.76,31,CHEMBL4190398
CHEMBL4174724,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccccc3)nc2cc1OCCCN1CCCC1,c1ccc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)cc1,1050.0,nM,5.978810700930062,5.28,6,1,474.65,1,49.86,35,CHEMBL4130634
CHEMBL4166777,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(-c4ccccc4)o3)nc2cc1OCCCN1CCCC1,c1ccc(-c2ccc(-c3cc(NC4CCNCC4)c4ccc(OCCCN5CCCC5)cc4n3)o2)cc1,1050.0,nM,5.978810700930062,6.54,7,1,540.71,2,63.00,40,CHEMBL4130634
CHEMBL4174677,COc1cc2c(NC3CCN(C)CC3)cc(-c3cc4ccccc4o3)nc2cc1OCCCN1CCCC1,c1ccc2oc(-c3cc(NC4CCNCC4)c4ccc(OCCCN5CCCC5)cc4n3)cc2c1,1070.0,nM,5.97061622231479,6.03,7,1,514.67,2,63.00,38,CHEMBL4130634
CHEMBL4212375,CNC(=O)CCNc1cc(-c2ccc(C)o2)nc2cc(OCCCN3CCCC3)c(OC)cc12,c1coc(-c2ccc3ccc(OCCCN4CCCC4)cc3n2)c1,1080.0,nM,5.96657624451305,4.22,7,2,466.58,0,88.86,34,CHEMBL4190398
CHEMBL557902,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O,c1ncc2ncn([C@H]3CC[C@@H](CS[C@H]4CCNC4)O3)c2n1,1100.0,nM,5.958607314841775,-1.42,11,5,396.43,1,168.64,27,CHEMBL1151876
CHEMBL4876993,COc1cc2c(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(-c3ccc(C)o3)nc2cc1OCC1CCNCC1,c1cnc(N2CCC(CNc3cc(-c4ccco4)nc4cc(OCC5CCNCC5)ccc34)CC2)nc1,1140.0,nM,5.943095148663527,4.43,11,4,601.71,2,146.90,44,CHEMBL4834403
CHEMBL4852593,COc1cc2c(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1cnc(N2CCC(CNc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)nc1,1160.0,nM,5.935542010773082,4.91,11,3,615.74,2,138.11,45,CHEMBL4834403
CHEMBL4162957,COc1cc2c(NC3CCN(C)CC3)cc(-c3cc[nH]c(=O)c3)nc2cc1OCCCN1CCCC1,O=c1cc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)cc[nH]1,1250.0,nM,5.903089986991944,3.97,7,2,491.64,0,82.72,36,CHEMBL4130634
CHEMBL4167876,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(CN(C)C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1270.0,nM,5.896196279044043,4.94,8,1,521.71,1,66.24,38,CHEMBL4130634
CHEMBL4217087,COc1cc2c(N(C)C3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1320.0,nM,5.8794260687941495,5.21,7,0,492.66,1,54.21,36,CHEMBL4190398
CHEMBL4166410,COc1cc2c(NC3CCN(C)CC3)cc(C3CCC(C)O3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)cc(C3CCCO3)nc2cc1OCCCN1CCCC1,1370.0,nM,5.863279432843593,4.85,7,1,482.67,0,59.09,35,CHEMBL4130634
CHEMBL4164497,COc1cc2c(NC3CCN(C)CC3)cc(-c3cccnc3)nc2cc1OCCCN1CCCC1,c1cncc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1410.0,nM,5.85078088734462,4.68,7,1,475.64,0,62.75,35,CHEMBL4130634
CHEMBL4850038,COc1cc2c(NCc3ccc([C@H]4CC[C@@H](C(=O)NO)CC4)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCc3ccc(C4CCCCC4)cc3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1431.0,nM,5.844360366240224,7.07,8,3,612.77,2,109.09,45,CHEMBL4834403
CHEMBL552309,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,c1ncc2ccn([C@H]3CCCO3)c2n1,1500.0,nM,5.823908740944319,-0.83,10,5,383.43,0,169.74,26,CHEMBL1151871
CHEMBL4164446,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C#N)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1600.0,nM,5.795880017344075,4.75,8,1,489.62,0,86.79,36,CHEMBL4130634
CHEMBL318782,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,O=C1C=CC(=O)c2ccccc21,1600.0,nM,5.795880017344075,2.75,2,0,227.05,0,34.14,14,CHEMBL3414469
CHEMBL4876823,COc1cc2nc(-c3ccc(C)o3)cc(NCC3C4CCC3CN(c3ncc(C(=O)NO)cn3)C4)c2cc1OC,c1cnc(N2CC3CCC(C2)C3CNc2cc(-c3ccco3)nc3ccccc23)nc1,1680.0,nM,5.774690718274137,4.30,10,3,544.61,1,134.87,40,CHEMBL4834403
CHEMBL4216799,COc1cc2c(NC3CCCC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1790.0,nM,5.747146969020107,6.03,6,1,449.60,1,59.76,33,CHEMBL4190398
CHEMBL4206071,COc1cc2c(OC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(OC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1870.0,nM,5.7281583934635005,5.15,7,0,479.62,1,60.20,35,CHEMBL4190398
CHEMBL2349526,Nc1ncnc2c1c(Br)cn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,c1ncc2ccn([C@H]3CCCO3)c2n1,1900.0,nM,5.721246399047171,-0.07,10,5,462.33,0,169.74,27,CHEMBL2346640
CHEMBL418052,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,c1ncc2ncn([C@H]3CCCO3)c2n1,2000.0,nM,5.698970004336019,-1.44,11,5,384.42,1,182.63,26,CHEMBL1151871
CHEMBL1231795,COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1,2010.0,nM,5.696803942579511,5.84,7,1,509.74,2,62.75,37,CHEMBL4130634
CHEMBL4878570,O=C(NO)C1CCN(CC(O)COC(Cn2c3ccccc3c3ccccc32)Cn2c3ccccc3c3ccccc32)CC1,c1ccc2c(c1)c1ccccc1n2CC(Cn1c2ccccc2c2ccccc21)OCCCN1CCCCC1,2020.0,nM,5.694648630553376,5.57,7,3,590.72,2,91.89,44,CHEMBL4818986
CHEMBL4863011,COc1cc2c(NC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(C)nc2cc1OCCCN1CCCC1,c1cnc(N2CCC(Nc3ccnc4cc(OCCCN5CCCC5)ccc34)CC2)nc1,2040.0,nM,5.690369832574101,3.41,10,3,535.65,1,124.97,39,CHEMBL4834403
CHEMBL4214834,Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC(F)(F)F)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,2080.0,nM,5.681936665037238,6.07,7,1,532.61,2,63.00,38,CHEMBL4190398
CHEMBL4856110,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,c1cnc(N2CCC(CNc3cc(-c4ccco4)nc4ccccc34)CC2)nc1,2160.0,nM,5.665546248849069,4.06,10,3,518.57,1,134.87,38,CHEMBL4834403
CHEMBL4170228,COc1cc2c(NC3CCN(C)CC3)nc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2nc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,2250.0,nM,5.647817481888637,4.58,8,1,479.63,0,75.89,35,CHEMBL4130634
CHEMBL4856508,COc1cc2c(NCc3ccc([C@H]4CC[C@H](C(=O)NO)CC4)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCc3ccc(C4CCCCC4)cc3)c3ccc(OCCCN4CCCC4)cc3n2)c1,2270.0,nM,5.6439741428068775,7.07,8,3,612.77,2,109.09,45,CHEMBL4834403
CHEMBL4171275,COc1cc(NC2CCN(C)CC2)c2cc(OC)c(OCCCN3CCCC3)cc2n1,c1cc(NC2CCNCC2)c2ccc(OCCCN3CCCC3)cc2n1,2290.0,nM,5.6401645176601125,3.62,7,1,428.58,0,59.09,31,CHEMBL4130634
CHEMBL538692,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O,c1ncc2ncn([C@H]3CCCO3)c2n1,2500.0,nM,5.6020599913279625,-1.30,11,5,402.41,1,182.63,27,CHEMBL1151871
CHEMBL559283,O=C(O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(NCCc5ccc(-c6ccccc6)cc5)nc(Cl)nc43)[C@H](O)[C@@H]2O)CN1,c1ccc(-c2ccc(CCNc3ncnc4c3ncn4[C@H]3CC[C@@H](CS[C@H]4CCNC4)O3)cc2)cc1,2500.0,nM,5.6020599913279625,2.97,11,5,611.12,2,154.65,42,CHEMBL1151876
CHEMBL4866673,COc1cc2c(NCc3ccc(-c4ccc(C(=O)NO)cc4)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(-c2ccc(CNc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)cc2)cc1,2570.0,nM,5.590066876668706,7.07,8,3,606.72,2,109.09,45,CHEMBL4834403
CHEMBL4855461,COc1cc2nc(-c3ccc(C)o3)cc(N[C@H]3CC[C@@H](C(=O)NO)CC3)c2cc1OC,c1coc(-c2cc(NC3CCCCC3)c3ccccc3n2)c1,2660.0,nM,5.575118363368933,4.30,7,3,425.49,0,105.85,31,CHEMBL4834403
CHEMBL4849689,COc1cc2c(NCC3CCC(c4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(C2CCC(CNc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,2760.0,nM,5.559090917934782,7.18,8,3,612.77,2,109.09,45,CHEMBL4834403
CHEMBL4862781,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCC(C(=O)NO)CC3)c2cc1OC,c1coc(-c2cc(NCC3CCCCC3)c3ccccc3n2)c1,2850.0,nM,5.54515513999149,4.54,7,3,439.51,0,105.85,32,CHEMBL4834403
CHEMBL564768,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O,c1ncc2ncn([C@H]3CCCO3)c2n1,2900.0,nM,5.537602002101044,-0.78,11,5,418.86,1,182.63,27,CHEMBL1151871
CHEMBL4454542,COc1cc2c(cc1OCCCN1CCCC1)N=C(C1CCCCC1)CN=C2NC1CCN(C(C)C)CC1,c1cc2c(cc1OCCCN1CCCC1)N=C(C1CCCCC1)CN=C2NC1CCNCC1,3100.0,nM,5.508638306165727,5.44,7,1,523.77,2,61.69,38,CHEMBL4400539
CHEMBL555257,O=C(O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(NCCc5ccc(-c6ccccc6)cc5)ncnc43)[C@H](O)[C@@H]2O)CN1,c1ccc(-c2ccc(CCNc3ncnc4c3ncn4[C@H]3CC[C@@H](CS[C@H]4CCNC4)O3)cc2)cc1,3700.0,nM,5.431798275933005,2.32,11,5,576.68,2,154.65,41,CHEMBL1151876
CHEMBL3414630,CCN(CC)CCNC(=O)c1ccc(NCCCCCCCCCCCCN2C(=O)c3ccccc3C2=O)cc1,O=C1c2ccccc2C(=O)N1CCCCCCCCCCCCNc1ccccc1,4000.0,nM,5.3979400086720375,6.37,5,2,548.77,2,81.75,40,CHEMBL3414469
CHEMBL551578,COC(=O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CN1,c1ncc2ncn([C@H]3CC[C@@H](CS[C@H]4CCNC4)O3)c2n1,4000.0,nM,5.3979400086720375,-1.34,12,4,410.46,1,157.64,28,CHEMBL1151876
CHEMBL4856550,COc1cc2nc(-c3ccc(C)o3)cc(N[C@H]3CC[C@H](C(=O)NO)CC3)c2cc1OC,c1coc(-c2cc(NC3CCCCC3)c3ccccc3n2)c1,4180.0,nM,5.3788237182249645,4.30,7,3,425.49,0,105.85,31,CHEMBL4834403
CHEMBL4167925,COc1cc2c(NC3CCN(C)CC3)cc(C3CCOCC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)cc(C3CCOCC3)nc2cc1OCCCN1CCCC1,4420.0,nM,5.354577730650908,4.51,7,1,482.67,0,59.09,35,CHEMBL4130634
CHEMBL551167,COC(=O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CN1C,c1ncc2ncn([C@H]3CC[C@@H](CS[C@H]4CCNC4)O3)c2n1,4500.0,nM,5.346787486224656,-0.99,12,3,424.48,1,148.85,29,CHEMBL1151876
CHEMBL564052,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCNC2)[C@@H](O)[C@H]1O,c1ncc2ncn([C@H]3CC[C@@H](CS[C@@H]4CCNC4)O3)c2n1,4800.0,nM,5.318758762624412,-0.88,10,4,352.42,0,131.34,24,CHEMBL1151876
CHEMBL560768,O[C@@H]1[C@H](O)[C@@H](CS[C@H]2CCNC2)O[C@H]1n1cnc2c(NCCc3ccc(-c4ccccc4)cc3)nc(Cl)nc21,c1ccc(-c2ccc(CCNc3ncnc4c3ncn4[C@H]3CC[C@@H](CS[C@H]4CCNC4)O3)cc2)cc1,5000.0,nM,5.301029995663981,3.52,10,4,567.12,1,117.35,39,CHEMBL1151876
CHEMBL4863394,COc1cc2nc(-c3ccc(C)o3)cc(NCc3ccc(C(=O)NO)cc3)c2cc1OC,c1ccc(CNc2cc(-c3ccco3)nc3ccccc23)cc1,5400.0,nM,5.267606240177031,4.55,7,3,433.46,0,105.85,32,CHEMBL4834403
CHEMBL555352,NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O,c1ccc(-c2ccc(CCNc3ncnc4c3ncn4[C@H]3CCCO3)cc2)cc1,5400.0,nM,5.267606240177031,2.30,11,5,564.67,2,168.64,40,CHEMBL1151871
CHEMBL560045,Cc1nc(N)c2ncn([C@@H]3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)c2n1,c1ncc2ncn([C@H]3CCCO3)c2n1,6000.0,nM,5.221848749616356,-1.13,11,5,398.45,1,182.63,27,CHEMBL1151871
CHEMBL552763,NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)nc(Cl)nc32)[C@H](O)[C@@H]1O)C(=O)O,c1ccc(-c2ccc(CCNc3ncnc4c3ncn4[C@H]3CCCO3)cc2)cc1,6700.0,nM,5.173925197299173,2.96,11,5,599.11,2,168.64,41,CHEMBL1151871
